owner	returnNo	orderNo	paymentCode	returnType	shippingAgent	customerNo	bill_customerNo	shipmentDate	postingDate
IW	Ret040043	ORD065785	BILL	CUSTOMER_RA	DHL	KNR141260	KNR141260	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040044	ORD057839	BILL	CUSTOMER_RA	DHL	KNR981650	KNR981650	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040046	ORD062460	BILL	CUSTOMER_RA	DHL	KNR986950	KNR986950	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040049	ORD051749	BILL	CUSTOMER_RA	HERMES	KNR516150	KNR516150	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040053	ORD064526	BILL	CUSTOMER_RA	DHL	KNR012160	KNR012160	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040055	ORD061921	BILL	CUSTOMER_RA	DHL	KNR582950	KNR582950	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040057	ORD056376	BILL	CUSTOMER_RA	HERMES	KNR030550	KNR030550	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040058	ORD064896	BILL	CUSTOMER_RA	HERMES	KNR784160	KNR784160	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040059	ORD064608	BILL	CUSTOMER_RA	HERMES	KNR272160	KNR272160	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040061	ORD064700	BILL	CUSTOMER_RA	HERMES	KNR733160	KNR733160	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040062	ORD063617	BILL	CUSTOMER_RA	DHL	KNR275060	KNR275060	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040063	ORD058449	BILL	CUSTOMER_RA	HERMES	KNR456650	KNR456650	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040064	ORD062345	BILL	CUSTOMER_RA	DHL	KNR416950	KNR416950	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040066	ORD062013	BILL	CUSTOMER_RA	HERMES	KNR163950	KNR163950	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040068	ORD051833	BILL	CUSTOMER_RA	DHL	KNR376150	KNR376150	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040069	ORD058815	BILL	CUSTOMER_RA	DHL	KNR929650	KNR929650	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040070	ORD062705	BILL	CUSTOMER_RA	HERMES	KNR388950	KNR388950	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040071	ORD062936	BILL	CUSTOMER_RA	HERMES	KNR160060	KNR160060	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040072	ORD065161	BILL	CUSTOMER_RA	DHL	KNR776160	KNR776160	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040073	ORD058601	BILL	CUSTOMER_RA	HERMES	KNR967650	KNR967650	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040074	ORD064312	BILL	CUSTOMER_RA	HERMES	KNR260160	KNR260160	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040080	ORD063558	BILL	CUSTOMER_RA	HERMES	KNR625060	KNR625060	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040087	ORD056391	BILL	CUSTOMER_RA	DHL	KNR340550	KNR340550	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040088	ORD064476	BILL	CUSTOMER_RA	DHL	KNR371160	KNR371160	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040089	ORD064476	BILL	CUSTOMER_RA	DHL	KNR371160	KNR371160	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040090	ORD063736	BILL	CUSTOMER_RA	DHL	KNR656060	KNR656060	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040091	ORD055930	BILL	CUSTOMER_RA	DHL	KNR986450	KNR986450	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040092	ORD062361	BILL	CUSTOMER_RA	HERMES	KNR026950	KNR026950	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040093	ORD062361	BILL	CUSTOMER_RA	HERMES	KNR026950	KNR026950	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040097	ORD059126	MASTER	CUSTOMER_RA	HERMES	KNR461750	KNR461750	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040098	ORD059126	MASTER	CUSTOMER_RA	HERMES	KNR461750	KNR461750	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040099	ORD047515	BILL	CUSTOMER_RA	HERMES	KNR403840	KNR403840	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040100	ORD064162	BILL	CUSTOMER_RA	DHL	KNR349060	KNR349060	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040104	ORD062710	BILL	CUSTOMER_RA	HERMES	KNR788950	KNR788950	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040105	ORD062710	BILL	CUSTOMER_RA	HERMES	KNR788950	KNR788950	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040106	ORD064623	BILL	CUSTOMER_RA	DHL	KNR582160	KNR582160	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040109	ORD060717	BILL	CUSTOMER_RA	DHL	KNR553850	KNR553850	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040110	ORD060717	BILL	CUSTOMER_RA	DHL	KNR553850	KNR553850	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040111	ORD060315	BILL	CUSTOMER_RA	DHL	KNR830850	KNR830850	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040112	ORD060315	BILL	CUSTOMER_RA	DHL	KNR830850	KNR830850	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040114	ORD062274	BILL	CUSTOMER_RA	DHL	KNR275950	KNR275950	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040115	ORD064022	BILL	CUSTOMER_RA	HERMES	KNR048060	KNR048060	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040116	ORD064022	BILL	CUSTOMER_RA	HERMES	KNR048060	KNR048060	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040121	ORD063052	BILL	CUSTOMER_RA	HERMES	KNR351060	KNR351060	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040122	ORD064630	BILL	CUSTOMER_RA	HERMES	KNR292160	KNR292160	2010-08-18 00:00:00.000	2010-08-18 00:00:00.000
IW	Ret040127	ORD057008	BILL	CUSTOMER_RA	DHL	KNR055550	KNR055550	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040128	ORD061903	BILL	CUSTOMER_RA	HERMES	KNR962950	KNR962950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040129	ORD061848	BILL	CUSTOMER_RA	HERMES	KNR922950	KNR922950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040130	ORD064776	BILL	CUSTOMER_RA	DHL	KNR004160	KNR004160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040131	ORD063018	BILL	CUSTOMER_RA	DHL	KNR621060	KNR621060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040134	ORD058534	BILL	CUSTOMER_RA	HERMES	KNR717650	KNR717650	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040138	ORD063925	BILL	CUSTOMER_RA	HERMES	KNR377060	KNR377060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040140	ORD063831	BILL	CUSTOMER_RA	HERMES	KNR717060	KNR717060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040141	ORD060689	BILL	CUSTOMER_RA	HERMES	KNR433850	KNR433850	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040142	ORD064315	MASTER	CUSTOMER_RA	HERMES	KNR460160	KNR460160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040144	ORD059406	BILL	CUSTOMER_RA	DHL	KNR673750	KNR673750	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040148	ORD062344	BILL	CUSTOMER_RA	HERMES	KNR316950	KNR316950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040149	ORD066917	BILL	CUSTOMER_RA	HERMES	KNR379260	KNR379260	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040155	ORD063520	BILL	CUSTOMER_RA	HERMES	KNR105060	KNR105060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040156	ORD063520	BILL	CUSTOMER_RA	HERMES	KNR105060	KNR105060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040157	ORD061215	BILL	CUSTOMER_RA	HERMES	KNR037850	KNR037850	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040159	ORD061852	BILL	CUSTOMER_RA	DHL	KNR232950	KNR232950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040162	ORD058663	BILL	CUSTOMER_RA	HERMES	KNR218650	KNR218650	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040164	ORD062090	BILL	CUSTOMER_RA	DHL	KNR914950	KNR914950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040167	ORD065853	BILL	CUSTOMER_RA	DHL	KNR491260	KNR491260	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040168	ORD062905	BILL	CUSTOMER_RA	HERMES	KNR630060	KNR630060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040169	ORD056067	BILL	CUSTOMER_RA	HERMES	KNR308450	KNR308450	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040170	ORD064100	BILL	CUSTOMER_RA	HERMES	KNR009060	KNR009060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040172	ORD062293	BILL	CUSTOMER_RA	HERMES	KNR685950	KNR685950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040173	ORD065328	BILL	CUSTOMER_RA	DHL	KNR108160	KNR108160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040174	ORD065328	BILL	CUSTOMER_RA	DHL	KNR108160	KNR108160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040180	ORD063659	BILL	CUSTOMER_RA	HERMES	KNR406060	KNR406060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040181	ORD063526	BILL	CUSTOMER_RA	HERMES	KNR405060	KNR405060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040182	ORD061731	BILL	CUSTOMER_RA	HERMES	KNR531950	KNR531950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040183	ORD030133	BILL	CUSTOMER_RA	HERMES	KNR088430	KNR088430	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040184	ORD062980	BILL	CUSTOMER_RA	DHL	KNR790060	KNR790060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040187	ORD058581	BILL	CUSTOMER_RA	DHL	KNR557650	KNR557650	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040188	ORD062458	BILL	CUSTOMER_RA	DHL	KNR786950	KNR786950	2010-08-17 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040189	ORD064594	BILL	CUSTOMER_RA	HERMES	KNR062160	KNR062160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040190	ORD061892	BILL	CUSTOMER_RA	HERMES	KNR162950	KNR162950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040191	ORD061424	BILL	CUSTOMER_RA	DHL	KNR898850	KNR898850	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040193	ORD065902	BILL	CUSTOMER_RA	HERMES	KNR332260	KNR332260	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040194	ORD061680	BILL	CUSTOMER_RA	DHL	KNR690950	KNR690950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040195	ORD063508	BILL	CUSTOMER_RA	HERMES	KNR394060	KNR394060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040196	ORD065196	BILL	CUSTOMER_RA	HERMES	KNR207160	KNR207160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040197	ORD056043	BILL	CUSTOMER_RA	DHL	KNR287450	KNR287450	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040198	ORD047398	BILL	CUSTOMER_RA	HERMES	KNR022840	KNR022840	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040199	ORD061983	BILL	CUSTOMER_RA	DHL	KNR833950	KNR833950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040200	ORD061129	BILL	CUSTOMER_RA	HERMES	KNR766850	KNR766850	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040201	ORD061577	BILL	CUSTOMER_RA	DHL	KNR610950	KNR610950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040203	ORD062942	BILL	CUSTOMER_RA	DHL	KNR560060	KNR560060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040204	ORD064520	BILL	CUSTOMER_RA	DHL	KNR602160	KNR602160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040205	ORD052395	BILL	CUSTOMER_RA	DHL	KNR801250	KNR801250	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040206	ORD053924	MASTER	CUSTOMER_RA	DHL	KNR122350	KNR122350	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040207	ORD053924	MASTER	CUSTOMER_RA	DHL	KNR122350	KNR122350	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040209	ORD058258	BILL	CUSTOMER_RA	HERMES	KNR015650	KNR015650	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040210	ORD065044	BILL	CUSTOMER_RA	DHL	KNR785160	KNR785160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040211	ORD059091	BILL	CUSTOMER_RA	DHL	KNR631750	KNR631750	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040212	ORD060577	BILL	CUSTOMER_RA	HERMES	KNR642850	KNR642850	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040216	ORD065482	VISA	CUSTOMER_RA	HERMES	KNR319160	KNR319160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040217	ORD065281	BILL	CUSTOMER_RA	DHL	KNR267160	KNR267160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040219	ORD064972	BILL	CUSTOMER_RA	DHL	KNR145160	KNR145160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040220	ORD054281	BILL	CUSTOMER_RA	DHL	KNR684350	KNR684350	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040221	ORD057707	COD 	CARRIER_NA	DHL	KNR780650	KNR780650	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040222	ORD056828	COD 	CARRIER_NA	HERMES	KNR983550	KNR983550	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040225	ORD064750	BILL	CUSTOMER_RA	HERMES	KNR083160	KNR083160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040228	ORD064490	BILL	CUSTOMER_RA	HERMES	KNR481160	KNR481160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040229	ORD064507	BILL	CUSTOMER_RA	HERMES	KNR891160	KNR891160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040230	ORD062629	BILL	CUSTOMER_RA	DHL	KNR228950	KNR228950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040234	ORD066010	BILL	CUSTOMER_RA	DHL	KNR803260	KNR803260	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040235	ORD064330	BILL	CUSTOMER_RA	DHL	KNR370160	KNR370160	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040236	ORD062045	BILL	CUSTOMER_RA	DHL	KNR183950	KNR183950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040237	ORD061547	BILL	CUSTOMER_RA	HERMES	KNR599850	KNR599850	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040238	ORD058869	BILL	CARRIER_UV	HERMES	KNR669650	KNR669650	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040240	ORD058321	COD 	CARRIER_NA	HERMES	KNR455650	KNR455650	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040241	ORD063226	BILL	CUSTOMER_RA	HERMES	KNR872060	KNR872060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040242	ORD063049	BILL	CUSTOMER_RA	HERMES	KNR051060	KNR051060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040243	ORD061826	BILL	CUSTOMER_RA	DHL	KNR212950	KNR212950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040247	ORD062459	BILL	CUSTOMER_RA	HERMES	KNR886950	KNR886950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040248	ORD053572	BILL	CARRIER_SO	DHL	KNR179250	KNR179250	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040249	ORD061524	MASTER	CUSTOMER_RA	DHL	KNR579850	KNR579850	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040250	ORD062633	BILL	CUSTOMER_RA	HERMES	KNR528950	KNR528950	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040251	ORD063400	BILL	CUSTOMER_RA	HERMES	KNR814060	KNR814060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040252	ORD066767	BILL	CUSTOMER_RA	DHL	KNR068260	KNR068260	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040256	ORD065514	BILL	CUSTOMER_RA	HERMES	KNR439160	KNR439160	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040257	ORD065514	BILL	CUSTOMER_RA	HERMES	KNR439160	KNR439160	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040258	ORD057083	BILL	CUSTOMER_RA	DHL	KNR716550	KNR716550	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040259	ORD065985	BILL	CUSTOMER_RA	HERMES	KNR192260	KNR192260	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040260	ORD065272	BILL	CUSTOMER_RA	HERMES	KNR657160	KNR657160	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040261	ORD060621	BILL	CUSTOMER_RA	DHL	KNR972850	KNR972850	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040262	ORD065023	BILL	CUSTOMER_RA	HERMES	KNR475160	KNR475160	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040263	ORD058774	BILL	CUSTOMER_RA	DHL	KNR798650	KNR798650	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040265	ORD052724	BILL	CUSTOMER_RA	DHL	KNR163250	KNR163250	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040266	ORD057317	BILL	CUSTOMER_RA	DHL	KNR297550	KNR297550	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040267	ORD063889	BILL	CUSTOMER_RA	HERMES	KNR357060	KNR357060	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040270	ORD057706	MASTER	CUSTOMER_RA	DHL	KNR680650	KNR680650	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040272	ORD060210	BILL	CUSTOMER_RA	DHL	KNR269750	KNR269750	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040276	ORD064127	BILL	CUSTOMER_RA	HERMES	KNR819060	KNR819060	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040277	ORD063013	BILL	CUSTOMER_RA	HERMES	KNR321060	KNR321060	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040278	ORD066951	BILL	CUSTOMER_RA	HERMES	KNR400360	KNR400360	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040282	ORD063998	BILL	CUSTOMER_RA	DHL	KNR428060	KNR428060	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040284	ORD061326	BILL	CUSTOMER_RA	HERMES	KNR228850	KNR228850	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040285	ORD058089	BILL	CUSTOMER_RA	DHL	KNR973650	KNR973650	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040288	ORD065355	BILL	CUSTOMER_RA	DHL	KNR818160	KNR818160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040289	ORD056596	BILL	CUSTOMER_RA	HERMES	KNR502550	KNR502550	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040291	ORD063506	BILL	CUSTOMER_RA	HERMES	KNR194060	KNR194060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040292	ORD060099	BILL	CUSTOMER_RA	HERMES	KNR588750	KNR588750	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040293	ORD059144	BILL	CUSTOMER_RA	DHL	KNR871750	KNR871750	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040294	ORD058461	BILL	CARRIER_SO	HERMES	KNR466650	KNR466650	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040295	ORD058772	BILL	CUSTOMER_RA	DHL	KNR698650	KNR698650	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040297	ORD065578	BILL	CUSTOMER_RA	HERMES	KNR689160	KNR689160	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040302	ORD060121	BILL	CUSTOMER_RA	DHL	KNR009750	KNR009750	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040304	ORD065397	BILL	CUSTOMER_RA	DHL	KNR258160	KNR258160	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040305	ORD061979	BILL	CUSTOMER_RA	HERMES	KNR433950	KNR433950	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040306	ORD061945	BILL	CUSTOMER_RA	HERMES	KNR403950	KNR403950	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040308	ORD066706	BILL	CUSTOMER_RA	DHL	KNR518260	KNR518260	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040312	ORD059154	MASTER	CUSTOMER_RA	DHL	KNR781750	KNR781750	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040313	ORD057723	BILL	CUSTOMER_RA	DHL	KNR001650	KNR001650	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040314	ORD062124	VISA	CUSTOMER_RA	HERMES	KNR444950	KNR444950	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040316	ORD057626	BILL	CUSTOMER_RA	DHL	KNR820650	KNR820650	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040317	ORD053843	BILL	CUSTOMER_RA	DHL	KNR461350	KNR461350	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040321	ORD067876	BILL	CUSTOMER_RA	DHL	KNR637360	KNR637360	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040322	ORD058181	MASTER	CUSTOMER_RA	DHL	KNR354650	KNR354650	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040323	ORD065198	BILL	CUSTOMER_RA	HERMES	KNR407160	KNR407160	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040324	ORD057867	BILL	CUSTOMER_RA	HERMES	KNR802650	KNR802650	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040325	ORD062786	BILL	CUSTOMER_RA	DHL	KNR059950	KNR059950	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040326	ORD062158	BILL	CUSTOMER_RA	HERMES	KNR274950	KNR274950	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040327	ORD060910	BILL	CUSTOMER_RA	HERMES	KNR105850	KNR105850	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040328	ORD063740	BILL	CUSTOMER_RA	HERMES	KNR956060	KNR956060	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040329	ORD065747	BILL	CUSTOMER_RA	DHL	KNR211260	KNR211260	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040332	ORD060906	BILL	CUSTOMER_RA	HERMES	KNR794850	KNR794850	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040333	ORD066635	BILL	CUSTOMER_RA	HERMES	KNR167260	KNR167260	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040334	ORD063495	BILL	CUSTOMER_RA	HERMES	KNR684060	KNR684060	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040335	ORD062606	VISA	CUSTOMER_RA	HERMES	KNR508950	KNR508950	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040340	ORD061484	MASTER	CUSTOMER_RA	HERMES	KNR649850	KNR649850	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040341	ORD058062	BILL	CUSTOMER_RA	HERMES	KNR853650	KNR853650	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040342	ORD061326	BILL	CUSTOMER_RA	HERMES	KNR228850	KNR228850	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040345	ORD063461	MASTER	CUSTOMER_RA	DHL	KNR464060	KNR464060	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040346	ORD056318	BILL	CUSTOMER_RA	DHL	KNR489450	KNR489450	2010-08-17 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040348	ORD058987	BILL	CUSTOMER_RA	DHL	KNR350750	KNR350750	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040351	ORD063288	BILL	CUSTOMER_RA	HERMES	KNR133060	KNR133060	2010-08-18 00:00:00.000	2010-08-19 00:00:00.000
IW	Ret040352	ORD066489	VISA	CUSTOMER_RA	DHL	KNR356260	KNR356260	2010-08-19 00:00:00.000	2010-08-19 00:00:00.000
